question_set,question,choice,"Mask mandates","School closures","Business closures","Transit","Number infected","Healthcare restrictions"
117,2,1,4,3,2,2,3,1
117,2,2,3,5,2,2,5,1
117,3,1,1,2,3,1,2,1
117,3,2,1,3,3,1,4,2
117,4,1,3,1,3,1,3,1
117,4,2,1,5,3,2,1,1
117,5,1,4,1,3,2,4,1
117,5,2,3,4,1,2,5,3
117,6,1,1,2,3,1,5,3
117,6,2,3,2,1,1,3,1
117,7,1,4,2,2,2,4,1
117,7,2,3,3,3,1,5,3
117,8,1,1,4,2,1,4,3
117,8,2,2,3,2,1,5,1
117,9,1,2,3,1,2,5,2
117,9,2,4,2,1,2,4,2
117,10,1,3,1,1,2,1,1
117,10,2,2,1,1,2,2,1
118,1,1,4,1,2,2,1,1
118,1,2,3,5,2,1,4,3
118,2,1,1,4,3,1,1,1
118,2,2,4,1,1,2,3,1
118,3,1,2,2,1,1,1,1
118,3,2,1,2,3,2,4,1
118,4,1,2,3,3,2,5,2
118,4,2,1,2,3,2,3,1
118,5,1,1,4,2,1,3,1
118,5,2,3,1,1,1,5,3
118,6,1,3,3,2,2,5,1
118,6,2,3,1,3,2,5,1
118,7,1,1,3,2,2,5,2
118,7,2,3,2,3,1,4,1
118,8,1,1,5,1,1,4,3
118,8,2,2,3,2,2,2,1
118,9,1,4,1,1,1,4,2
118,9,2,2,3,3,1,2,1
118,10,1,4,2,1,1,4,3
118,10,2,3,4,2,2,5,2
119,1,1,3,5,2,2,2,1
119,1,2,1,5,1,1,4,3
119,2,1,3,5,2,2,1,1
119,2,2,1,3,2,2,4,2
119,3,1,1,1,3,1,4,1
119,3,2,3,1,2,1,4,3
119,4,1,3,1,3,2,1,1
119,4,2,2,2,1,1,1,1
119,5,1,1,2,2,1,3,1
119,5,2,1,2,3,2,5,1
119,6,1,4,3,2,2,3,1
119,6,2,2,3,2,2,5,1
119,7,1,3,4,3,1,5,1
119,7,2,2,3,1,2,4,2
119,8,1,4,1,1,2,4,2
119,8,2,4,3,1,2,2,1
119,9,1,3,1,1,1,5,2
119,9,2,3,2,3,1,5,3
119,10,1,1,4,1,1,5,3
119,10,2,1,4,3,1,2,1
120,1,1,3,4,2,2,5,2
120,1,2,4,3,3,2,4,1
120,2,1,2,2,3,2,1,1
120,2,2,4,3,3,2,2,1
120,3,1,1,5,1,2,4,3
120,3,2,4,1,2,1,3,1
120,4,1,3,2,3,1,4,3
120,4,2,3,1,3,2,1,1
120,5,1,2,3,2,1,4,3
120,5,2,1,4,3,1,4,3
120,6,1,4,3,3,1,5,2
120,6,2,3,4,2,1,4,1
120,7,1,1,3,1,2,5,1
120,7,2,2,1,1,2,5,2
120,8,1,1,2,1,1,2,1
120,8,2,2,2,2,1,3,1
120,9,1,3,5,1,1,5,2
120,9,2,3,1,2,1,4,2
120,10,1,1,2,1,2,5,1
120,10,2,1,1,2,2,5,3
121,1,1,3,5,2,1,4,2
121,1,2,1,1,3,1,2,1
121,2,1,3,1,1,2,4,1
121,2,2,3,3,1,1,4,1
121,3,1,2,3,1,1,5,1
121,3,2,4,2,2,2,5,3
121,4,1,2,2,3,2,2,1
121,4,2,3,1,3,1,3,1
121,5,1,4,3,2,2,3,1
121,5,2,1,4,1,1,4,3
121,6,1,3,5,1,2,1,1
121,6,2,1,4,3,1,5,2
121,7,1,1,3,2,1,5,3
121,7,2,2,2,2,2,3,1
121,8,1,3,5,3,2,1,1
121,8,2,1,1,1,2,4,1
121,9,1,3,1,1,2,5,3
121,9,2,1,4,2,2,2,1
121,10,1,1,2,3,1,4,2
121,10,2,4,2,3,1,5,2
122,1,1,4,2,1,1,3,1
122,1,2,1,1,3,1,4,2
122,2,1,2,2,2,2,4,1
122,2,2,1,4,1,1,1,1
122,3,1,3,1,3,2,2,1
122,3,2,3,5,3,1,4,2
122,4,1,2,3,1,1,2,1
122,4,2,3,3,2,2,5,3
122,5,1,4,1,3,2,4,1
122,5,2,2,3,2,2,5,3
122,6,1,3,2,1,1,3,1
122,6,2,4,2,2,2,4,3
122,7,1,4,1,3,2,1,1
122,7,2,3,3,2,1,5,3
122,8,1,1,4,1,2,4,2
122,8,2,2,1,3,2,5,1
122,9,1,3,2,2,1,5,1
122,9,2,1,5,1,1,4,2
122,10,1,1,5,2,2,5,2
122,10,2,1,3,1,1,5,3
123,1,1,3,3,2,1,4,3
123,1,2,4,3,1,1,2,1
123,2,1,1,4,1,2,5,3
123,2,2,2,1,2,1,5,1
123,3,1,2,3,2,1,5,1
123,3,2,4,2,2,1,4,2
123,4,1,3,1,3,2,5,1
123,4,2,1,1,3,2,3,1
123,5,1,4,1,3,2,4,2
123,5,2,2,2,1,1,4,3
123,6,1,1,5,2,2,5,3
123,6,2,1,5,3,1,4,1
123,7,1,3,4,1,1,3,1
123,7,2,3,4,1,2,1,1
123,8,1,1,3,2,2,5,2
123,8,2,3,1,2,2,4,2
123,9,1,4,3,3,2,1,1
123,9,2,3,2,1,1,2,1
123,10,1,2,2,3,1,5,3
123,10,2,1,2,3,2,4,1
124,1,1,2,3,1,1,5,2
124,1,2,3,3,1,1,5,3
124,2,1,1,1,1,2,4,1
124,2,2,1,4,2,2,4,2
124,3,1,3,4,3,1,3,1
124,3,2,2,2,3,2,4,2
124,4,1,1,3,3,1,4,3
124,4,2,2,3,2,2,3,1
124,5,1,1,5,3,1,2,1
124,5,2,3,5,2,1,5,3
124,6,1,4,3,1,1,5,1
124,6,2,4,1,2,2,1,1
124,7,1,4,2,2,2,5,1
124,7,2,3,5,1,1,1,1
124,8,1,1,2,3,1,3,1
124,8,2,3,1,3,2,4,3
124,9,1,2,2,3,2,1,1
124,9,2,3,2,2,1,5,1
124,10,1,1,1,1,2,4,2
124,10,2,4,1,1,2,2,1
125,1,1,4,1,1,2,5,1
125,1,2,4,2,1,2,4,2
125,2,1,3,3,1,1,5,2
125,2,2,3,2,1,2,4,3
125,3,1,2,2,3,2,1,1
125,3,2,1,5,2,2,2,1
125,4,1,3,4,2,1,5,3
125,4,2,3,5,3,1,3,1
125,5,1,2,3,3,1,4,1
125,5,2,2,1,2,1,5,1
125,6,1,1,1,3,1,4,3
125,6,2,4,2,2,1,5,3
125,7,1,1,3,2,2,1,1
125,7,2,1,3,3,2,1,1
125,8,1,3,4,1,2,2,1
125,8,2,1,4,2,2,5,2
125,9,1,1,2,1,1,4,2
125,9,2,2,1,1,1,2,1
125,10,1,4,1,3,1,4,1
125,10,2,3,3,2,2,3,1
126,1,1,2,3,3,1,4,2
126,1,2,1,5,2,1,4,1
126,2,1,4,2,2,2,1,1
126,2,2,3,5,1,1,3,1
126,3,1,1,5,1,1,4,1
126,3,2,1,2,1,2,4,3
126,4,1,2,1,3,1,5,2
126,4,2,1,3,1,2,5,1
126,5,1,2,3,2,2,3,1
126,5,2,4,3,2,2,5,2
126,6,1,2,1,3,1,3,1
126,6,2,3,1,2,1,4,1
126,7,1,3,2,3,2,2,1
126,7,2,4,1,2,1,4,2
126,8,1,3,4,1,1,1,1
126,8,2,1,2,1,2,5,3
126,9,1,3,3,3,1,2,1
126,9,2,3,4,3,2,5,3
126,10,1,4,2,2,2,5,3
126,10,2,1,1,1,2,1,1
127,1,1,1,4,1,2,4,3
127,1,2,1,2,3,1,4,1
127,2,1,2,2,1,1,4,2
127,2,2,3,5,2,2,5,2
127,3,1,3,3,3,2,4,2
127,3,2,2,2,3,2,3,1
127,4,1,4,1,1,1,4,1
127,4,2,4,3,3,1,5,2
127,5,1,1,5,2,1,1,1
127,5,2,3,5,1,2,5,3
127,6,1,2,3,2,2,2,1
127,6,2,4,3,1,1,3,1
127,7,1,1,1,2,1,5,3
127,7,2,2,1,3,2,5,1
127,8,1,1,3,1,2,5,3
127,8,2,3,1,3,2,4,1
127,9,1,4,1,2,1,4,3
127,9,2,3,4,3,1,1,1
127,10,1,3,2,2,1,5,1
127,10,2,1,2,1,2,2,1
128,1,1,3,4,2,2,2,1
128,1,2,1,2,1,1,5,1
128,2,1,1,2,3,2,5,2
128,2,2,3,2,3,2,3,1
128,3,1,1,1,2,2,5,1
128,3,2,3,4,3,1,1,1
128,4,1,2,3,1,2,5,2
128,4,2,4,1,3,1,2,1
128,5,1,3,2,1,2,5,1
128,5,2,3,5,1,1,4,2
128,6,1,1,1,2,2,4,1
128,6,2,2,2,2,1,4,3
128,7,1,3,3,3,2,1,1
128,7,2,1,1,2,1,4,3
128,8,1,1,4,3,2,4,2
128,8,2,4,1,1,1,2,1
128,9,1,3,5,1,1,4,3
128,9,2,2,3,3,2,3,1
128,10,1,4,3,1,1,5,3
128,10,2,1,5,2,1,1,1
129,1,1,3,4,1,2,5,2
129,1,2,3,3,2,1,5,1
129,2,1,1,1,3,1,4,3
129,2,2,2,2,2,2,4,1
129,3,1,1,2,1,1,1,1
129,3,2,1,4,2,1,3,1
129,4,1,2,3,2,2,5,2
129,4,2,3,3,1,1,2,1
129,5,1,1,5,3,2,3,1
129,5,2,4,1,2,1,5,3
129,6,1,1,2,3,1,4,2
129,6,2,3,5,3,2,1,1
129,7,1,1,4,1,2,2,1
129,7,2,3,2,1,1,5,3
129,8,1,2,1,2,2,4,1
129,8,2,3,5,1,1,4,1
129,9,1,4,3,3,2,3,1
129,9,2,1,1,3,2,4,3
129,10,1,3,2,3,1,5,2
129,10,2,4,3,2,2,1,1
130,1,1,1,1,2,2,1,1
130,1,2,3,3,1,2,5,2
130,2,1,3,3,2,2,5,3
130,2,2,1,1,1,1,4,3
130,3,1,4,2,2,2,4,3
130,3,2,4,2,3,2,4,1
130,4,1,3,4,3,1,3,1
130,4,2,1,5,1,2,5,1
130,5,1,2,3,3,2,4,3
130,5,2,2,3,3,2,1,1
130,6,1,2,1,2,1,4,3
130,6,2,4,2,1,2,4,2
130,7,1,1,2,1,1,4,2
130,7,2,1,5,2,1,3,1
130,8,1,3,4,1,1,5,1
130,8,2,3,1,3,1,2,1
130,9,1,4,3,2,1,5,2
130,9,2,2,1,1,1,5,1
130,10,1,1,2,2,1,2,1
130,10,2,3,4,3,2,5,2
131,1,1,3,4,1,2,1,1
131,1,2,1,1,3,1,4,3
131,2,1,3,3,3,2,4,1
131,2,2,1,4,3,2,4,3
131,3,1,1,1,3,2,4,2
131,3,2,1,5,3,2,3,1
131,4,1,3,5,1,2,4,1
131,4,2,1,2,1,2,1,1
131,5,1,3,5,1,1,5,3
131,5,2,2,2,3,1,5,1
131,6,1,4,1,2,2,3,1
131,6,2,4,2,2,1,5,3
131,7,1,1,2,2,1,4,2
131,7,2,4,3,2,2,5,1
131,8,1,2,1,1,1,1,1
131,8,2,2,3,1,2,2,1
131,9,1,2,2,1,1,5,2
131,9,2,3,1,2,1,2,1
131,10,1,3,3,2,1,2,1
131,10,2,4,3,2,1,5,2
132,1,1,3,1,2,2,5,1
132,1,2,2,3,3,2,4,1
132,2,1,3,4,1,1,4,1
132,2,2,1,2,2,2,1,1
132,3,1,2,1,1,1,4,2
132,3,2,1,2,3,1,5,3
132,4,1,3,3,2,1,3,1
132,4,2,1,5,2,2,1,1
132,5,1,2,1,1,2,5,1
132,5,2,3,1,1,1,4,2
132,6,1,1,5,2,1,5,3
132,6,2,3,2,1,2,5,2
132,7,1,4,3,3,2,5,3
132,7,2,1,4,3,2,4,3
132,8,1,2,3,2,1,3,1
132,8,2,4,1,1,1,5,2
132,9,1,4,2,3,2,2,1
132,9,2,1,5,3,1,4,3
132,10,1,4,3,2,1,2,1
132,10,2,3,2,3,2,4,2
133,1,1,1,4,3,2,4,1
133,1,2,4,1,3,2,2,1
133,2,1,4,1,1,1,4,3
133,2,2,1,5,1,1,5,2
133,3,1,2,2,1,2,4,3
133,3,2,1,5,2,2,1,1
133,4,1,3,4,3,1,5,3
133,4,2,3,5,3,2,4,1
133,5,1,1,2,3,2,5,2
133,5,2,1,1,1,2,3,1
133,6,1,3,3,1,1,4,1
133,6,2,2,3,1,1,5,1
133,7,1,3,3,1,1,4,2
133,7,2,4,1,2,1,5,3
133,8,1,1,3,3,1,4,1
133,8,2,3,3,2,2,1,1
133,9,1,3,2,2,1,5,2
133,9,2,2,1,2,2,5,3
133,10,1,2,2,3,1,2,1
133,10,2,4,2,2,2,3,1
134,1,1,1,1,3,2,1,1
134,1,2,3,1,1,2,2,1
134,2,1,3,4,3,2,4,1
134,2,2,1,3,2,2,5,1
134,3,1,3,3,2,1,5,1
134,3,2,4,2,2,2,5,2
134,4,1,2,3,3,1,3,1
134,4,2,1,1,1,2,5,3
134,5,1,2,1,2,1,4,2
134,5,2,4,2,3,1,2,1
134,6,1,3,2,2,2,5,2
134,6,2,2,2,2,1,1,1
134,7,1,3,5,3,2,5,3
134,7,2,1,5,1,1,4,2
134,8,1,4,1,1,1,3,1
134,8,2,3,5,2,2,4,3
134,9,1,4,2,3,1,4,3
134,9,2,2,3,1,1,5,2
134,10,1,1,4,3,1,4,3
134,10,2,1,3,1,2,4,1
135,1,1,2,1,2,2,4,3
135,1,2,3,5,3,1,1,1
135,2,1,2,3,2,1,4,2
135,2,2,4,1,2,2,5,3
135,3,1,1,5,3,1,4,2
135,3,2,3,3,1,1,4,1
135,4,1,4,3,2,2,5,1
135,4,2,1,4,1,2,2,1
135,5,1,4,2,2,1,3,1
135,5,2,1,4,3,1,5,3
135,6,1,2,2,1,2,4,1
135,6,2,1,3,3,1,4,1
135,7,1,3,3,1,2,3,1
135,7,2,4,1,3,2,5,2
135,8,1,2,2,3,1,1,1
135,8,2,3,5,2,2,5,3
135,9,1,3,1,1,2,5,2
135,9,2,1,1,1,1,5,3
135,10,1,3,2,3,1,2,1
135,10,2,1,2,1,2,4,2
136,1,1,1,5,1,2,3,1
136,1,2,2,3,3,2,5,3
136,2,1,1,5,3,1,5,1
136,2,2,1,3,1,2,4,2
136,3,1,2,2,2,1,3,1
136,3,2,2,3,2,1,5,2
136,4,1,2,1,1,2,4,2
136,4,2,4,1,2,2,5,2
136,5,1,3,3,3,2,4,3
136,5,2,1,2,3,2,5,1
136,6,1,3,2,3,1,1,1
136,6,2,4,1,2,1,1,1
136,7,1,1,3,3,2,4,3
136,7,2,3,1,2,2,2,1
136,8,1,3,2,1,1,4,2
136,8,2,3,4,3,1,4,1
136,9,1,4,1,2,1,2,1
136,9,2,1,4,1,1,5,1
136,10,1,3,4,1,2,4,3
136,10,2,4,2,1,1,5,1
137,1,1,1,5,1,1,4,1
137,1,2,1,3,1,1,1,1
137,2,1,1,2,2,1,5,2
137,2,2,4,1,3,2,4,3
137,3,1,3,4,1,1,2,1
137,3,2,3,1,2,1,4,2
137,4,1,2,1,3,2,1,1
137,4,2,4,2,2,2,3,1
137,5,1,2,3,2,2,5,3
137,5,2,2,2,2,1,5,3
137,6,1,2,2,1,2,4,3
137,6,2,3,1,3,1,3,1
137,7,1,1,5,3,2,5,3
137,7,2,3,2,1,1,4,2
137,8,1,1,3,3,2,5,2
137,8,2,4,1,3,2,2,1
137,9,1,3,3,2,1,4,1
137,9,2,1,5,2,2,5,2
137,10,1,3,4,1,1,4,1
137,10,2,4,3,3,2,5,1
138,1,1,3,2,1,2,3,1
138,1,2,4,2,1,2,3,1
138,2,1,2,2,2,2,4,2
138,2,2,1,3,3,1,2,1
138,3,1,2,1,1,1,2,1
138,3,2,3,1,3,1,4,1
138,4,1,2,2,2,1,5,1
138,4,2,1,4,1,1,5,2
138,5,1,4,3,1,2,5,3
138,5,2,1,5,2,2,5,1
138,6,1,3,2,2,1,3,1
138,6,2,4,3,1,1,5,3
138,7,1,3,1,3,2,5,1
138,7,2,1,1,3,1,1,1
138,8,1,1,5,2,2,4,3
138,8,2,3,3,2,2,2,1
138,9,1,3,4,3,1,4,2
138,9,2,4,3,2,2,4,2
138,10,1,1,4,3,2,4,3
138,10,2,2,1,3,1,1,1
139,1,1,3,5,3,1,3,1
139,1,2,1,4,2,2,5,1
139,2,1,2,3,1,1,1,1
139,2,2,3,4,1,1,5,2
139,3,1,1,4,2,2,5,1
139,3,2,1,2,2,2,4,1
139,4,1,4,1,1,1,3,1
139,4,2,1,3,1,1,5,3
139,5,1,1,3,3,2,2,1
139,5,2,3,5,3,2,1,1
139,6,1,4,2,1,2,5,1
139,6,2,4,1,3,2,1,1
139,7,1,3,1,3,1,2,1
139,7,2,3,5,2,2,4,2
139,8,1,3,2,3,1,3,1
139,8,2,3,1,2,1,4,2
139,9,1,2,2,2,2,4,3
139,9,2,1,3,1,2,4,3
139,10,1,1,3,1,1,4,3
139,10,2,2,1,3,1,5,2
140,1,1,4,1,2,1,2,1
140,1,2,3,4,2,2,1,1
140,2,1,1,5,2,2,4,2
140,2,2,1,5,1,2,5,3
140,3,1,1,2,2,2,5,1
140,3,2,3,2,1,1,2,1
140,4,1,1,1,2,1,4,2
140,4,2,3,4,2,1,5,2
140,5,1,3,4,2,2,3,1
140,5,2,2,2,3,1,4,1
140,6,1,1,2,3,1,3,1
140,6,2,1,3,3,2,5,1
140,7,1,3,1,1,2,4,2
140,7,2,3,3,3,2,5,3
140,8,1,2,3,1,1,3,1
140,8,2,4,1,1,2,4,1
140,9,1,1,5,3,1,4,3
140,9,2,3,3,1,2,1,1
140,10,1,2,1,1,1,2,1
140,10,2,4,3,3,1,5,3
141,1,1,1,3,2,1,2,1
141,1,2,3,4,1,2,4,2
141,2,1,2,2,1,1,2,1
141,2,2,2,2,3,2,5,1
141,3,1,1,1,1,2,5,3
141,3,2,2,1,3,2,4,3
141,4,1,2,2,2,2,4,1
141,4,2,4,2,1,1,5,1
141,5,1,3,3,1,1,4,3
141,5,2,4,3,2,2,3,1
141,6,1,1,1,2,1,3,1
141,6,2,1,4,3,1,2,1
141,7,1,4,1,1,1,3,1
141,7,2,1,5,2,1,5,1
141,8,1,3,4,3,2,5,2
141,8,2,3,3,2,1,4,3
141,9,1,4,3,1,1,4,2
141,9,2,3,1,3,2,5,2
141,10,1,1,2,2,2,1,1
141,10,2,3,5,3,2,1,1
142,1,1,3,3,3,1,1,1
142,1,2,3,1,1,2,4,2
142,2,1,1,5,2,1,5,1
142,2,2,1,4,2,1,1,1
142,3,1,4,3,3,1,3,1
142,3,2,3,2,3,1,4,3
142,4,1,1,3,3,1,2,1
142,4,2,1,4,2,1,5,1
142,5,1,4,2,3,1,1,1
142,5,2,3,1,3,1,4,1
142,6,1,4,1,1,2,5,3
142,6,2,1,1,1,2,4,2
142,7,1,3,4,1,2,2,1
142,7,2,2,3,1,2,4,3
142,8,1,2,2,1,2,3,1
142,8,2,3,5,2,2,5,2
142,9,1,1,3,2,2,3,1
142,9,2,1,2,2,1,5,2
142,10,1,2,2,3,2,4,3
142,10,2,3,5,2,2,5,1
143,1,1,1,3,3,1,4,2
143,1,2,1,1,2,2,1,1
143,2,1,3,2,3,2,4,3
143,2,2,1,5,2,2,4,2
143,3,1,3,1,2,1,5,1
143,3,2,1,5,3,2,1,1
143,4,1,3,5,1,2,5,1
143,4,2,4,2,1,2,2,1
143,5,1,1,3,1,1,3,1
143,5,2,4,1,1,2,5,1
143,6,1,3,2,2,2,5,2
143,6,2,2,3,3,2,5,3
143,7,1,4,1,3,1,5,1
143,7,2,4,3,3,1,4,2
143,8,1,3,4,1,1,4,2
143,8,2,2,2,2,1,2,1
143,9,1,2,1,1,1,4,3
143,9,2,1,3,3,2,4,1
143,10,1,3,4,2,1,3,1
143,10,2,2,2,1,1,5,3
144,1,1,2,3,1,1,2,1
144,1,2,3,5,1,2,4,1
144,2,1,3,5,2,2,3,1
144,2,2,1,2,3,1,2,1
144,3,1,2,3,3,2,5,2
144,3,2,1,4,2,2,4,3
144,4,1,3,4,3,2,4,3
144,4,2,2,3,3,2,1,1
144,5,1,1,5,1,1,5,1
144,5,2,2,1,2,1,5,1
144,6,1,3,2,1,2,5,1
144,6,2,1,1,2,2,4,1
144,7,1,1,2,2,1,5,2
144,7,2,4,1,1,1,4,2
144,8,1,1,4,3,2,5,3
144,8,2,4,1,1,1,1,1
144,9,1,1,3,2,1,5,2
144,9,2,3,1,1,1,4,2
144,10,1,3,3,3,1,4,3
144,10,2,4,2,2,2,3,1
145,1,1,3,1,2,1,4,2
145,1,2,3,2,2,1,2,1
145,2,1,2,3,2,2,3,1
145,2,2,3,5,2,1,5,3
145,3,1,3,1,3,1,4,3
145,3,2,1,2,1,2,1,1
145,4,1,3,4,1,1,1,1
145,4,2,2,3,3,2,5,2
145,5,1,1,5,2,1,4,3
145,5,2,1,2,1,1,4,1
145,6,1,1,4,2,2,3,1
145,6,2,4,1,1,2,5,3
145,7,1,1,1,1,2,2,1
145,7,2,4,2,3,2,4,1
145,8,1,4,3,3,1,3,1
145,8,2,4,1,2,2,5,1
145,9,1,1,5,3,2,5,2
145,9,2,2,2,3,2,5,1
145,10,1,3,3,1,1,2,1
145,10,2,2,3,3,1,4,2
146,1,1,1,4,3,1,4,1
146,1,2,3,2,2,1,2,1
146,2,1,4,3,2,2,5,3
146,2,2,2,1,3,2,1,1
146,3,1,3,3,1,2,5,3
146,3,2,1,2,1,1,1,1
146,4,1,2,1,1,2,5,1
146,4,2,1,3,1,2,4,3
146,5,1,1,2,3,1,5,1
146,5,2,1,4,2,1,4,2
146,6,1,3,5,2,2,1,1
146,6,2,4,1,2,2,2,1
146,7,1,3,4,3,1,4,1
146,7,2,4,2,1,2,3,1
146,8,1,2,2,3,2,4,2
146,8,2,1,1,2,1,5,2
146,9,1,3,3,3,2,5,2
146,9,2,3,5,3,1,3,1
146,10,1,1,5,1,1,3,1
146,10,2,3,3,2,1,4,3
147,1,1,3,4,1,2,4,3
147,1,2,2,1,2,2,3,1
147,2,1,3,2,2,1,4,1
147,2,2,1,5,2,2,1,1
147,3,1,3,2,2,1,5,1
147,3,2,4,3,2,1,3,1
147,4,1,4,1,1,1,5,1
147,4,2,2,2,2,2,2,1
147,5,1,3,4,1,1,5,1
147,5,2,1,5,3,2,4,2
147,6,1,3,3,1,2,4,3
147,6,2,4,1,3,1,5,3
147,7,1,2,2,3,2,5,2
147,7,2,4,3,1,2,4,3
147,8,1,1,1,1,1,5,2
147,8,2,1,2,2,1,1,1
147,9,1,3,4,3,1,4,2
147,9,2,1,1,1,1,2,1
147,10,1,2,3,3,2,4,2
147,10,2,1,3,3,2,5,3
148,1,1,2,2,3,2,1,1
148,1,2,3,3,2,1,1,1
148,2,1,3,5,3,1,4,3
148,2,2,3,1,3,2,3,1
148,3,1,1,1,2,1,5,1
148,3,2,2,2,1,1,4,2
148,4,1,1,3,3,1,2,1
148,4,2,4,1,1,2,4,3
148,5,1,1,4,2,2,3,1
148,5,2,3,4,2,2,5,3
148,6,1,3,4,3,2,3,1
148,6,2,1,3,3,1,1,1
148,7,1,1,3,2,2,5,1
148,7,2,1,5,3,2,4,3
148,8,1,3,5,1,1,4,2
148,8,2,2,2,1,2,5,2
148,9,1,4,1,1,1,5,1
148,9,2,3,1,2,1,4,1
148,10,1,1,3,1,2,5,2
148,10,2,4,2,1,1,2,1
149,1,1,3,3,3,1,5,1
149,1,2,3,3,1,1,4,3
149,2,1,3,2,3,1,5,1
149,2,2,2,1,1,1,4,1
149,3,1,1,4,2,2,4,3
149,3,2,1,4,3,1,3,1
149,4,1,4,2,3,1,5,2
149,4,2,4,2,1,2,5,2
149,5,1,2,2,2,2,5,2
149,5,2,1,4,2,2,5,3
149,6,1,2,3,2,2,4,3
149,6,2,4,1,1,2,1,1
149,7,1,3,2,3,2,3,1
149,7,2,3,1,2,1,4,2
149,8,1,3,5,2,2,5,3
149,8,2,4,3,3,1,4,1
149,9,1,1,1,2,1,2,1
149,9,2,2,3,1,2,4,2
149,10,1,1,1,1,2,1,1
149,10,2,1,5,1,1,2,1
150,1,1,1,1,2,2,4,2
150,1,2,1,3,1,2,5,3
150,2,1,1,4,2,1,1,1
150,2,2,3,3,2,1,2,1
150,3,1,2,1,1,1,4,3
150,3,2,2,1,3,2,4,2
150,4,1,2,1,3,1,4,3
150,4,2,4,2,1,2,5,1
150,5,1,4,3,1,1,4,1
150,5,2,3,4,2,1,4,2
150,6,1,4,2,2,2,5,2
150,6,2,4,2,1,1,1,1
150,7,1,3,4,1,1,4,1
150,7,2,3,3,3,2,3,1
150,8,1,1,5,2,1,5,2
150,8,2,3,5,2,2,5,1
150,9,1,2,2,3,2,5,3
150,9,2,1,3,3,2,2,1
150,10,1,3,2,3,2,5,3
150,10,2,1,1,1,1,3,1
151,1,1,1,4,3,2,5,1
151,1,2,1,4,1,2,1,1
151,2,1,2,2,2,2,5,3
151,2,2,1,1,1,1,1,1
151,3,1,1,2,1,1,2,1
151,3,2,3,5,1,1,4,1
151,4,1,1,5,1,2,5,2
151,4,2,3,1,1,1,3,1
151,5,1,4,3,3,1,4,3
151,5,2,1,3,3,2,2,1
151,6,1,3,2,2,2,4,2
151,6,2,3,3,2,1,4,2
151,7,1,3,4,2,1,5,1
151,7,2,2,1,2,2,5,2
151,8,1,1,2,3,1,4,3
151,8,2,2,3,3,1,5,1
151,9,1,4,1,2,1,1,1
151,9,2,4,1,2,2,4,3
151,10,1,3,5,3,2,3,1
151,10,2,3,2,1,2,3,1
152,1,1,2,2,3,2,5,2
152,1,2,1,4,2,2,4,1
152,2,1,4,2,3,2,2,1
152,2,2,3,3,3,2,4,3
152,3,1,2,1,1,1,5,3
152,3,2,3,5,1,2,5,1
152,4,1,2,2,1,1,4,2
152,4,2,4,3,3,1,1,1
152,5,1,4,1,2,1,4,2
152,5,2,2,2,1,2,4,2
152,6,1,1,1,2,1,3,1
152,6,2,1,4,2,2,5,2
152,7,1,1,4,1,1,3,1
152,7,2,3,2,1,1,5,3
152,8,1,3,3,3,2,5,1
152,8,2,1,5,3,2,4,1
152,9,1,3,3,2,1,2,1
152,9,2,3,1,3,2,5,1
152,10,1,1,1,2,1,4,3
152,10,2,4,3,2,1,1,1
153,1,1,1,2,2,1,4,1
153,1,2,4,1,1,1,4,3
153,2,1,3,2,2,1,4,3
153,2,2,4,2,2,1,5,2
153,3,1,2,2,3,1,5,1
153,3,2,3,3,1,1,3,1
153,4,1,4,1,3,2,2,1
153,4,2,3,3,3,2,1,1
153,5,1,4,2,2,2,2,1
153,5,2,1,1,1,1,5,3
153,6,1,2,1,2,2,4,1
153,6,2,1,4,3,2,4,2
153,7,1,3,3,2,1,5,1
153,7,2,3,5,1,2,5,3
153,8,1,2,3,1,2,4,1
153,8,2,1,5,1,1,5,2
153,9,1,3,4,3,1,4,2
153,9,2,1,3,2,2,1,1
153,10,1,1,5,3,2,5,3
153,10,2,3,4,3,2,3,1
154,1,1,1,4,1,1,1,1
154,1,2,1,4,3,2,4,2
154,2,1,2,3,2,1,5,3
154,2,2,4,3,1,2,5,1
154,3,1,4,2,2,1,4,3
154,3,2,3,2,3,2,3,1
154,4,1,3,5,3,1,5,1
154,4,2,3,5,1,2,5,1
154,5,1,2,3,2,2,4,3
154,5,2,3,4,3,1,4,2
154,6,1,4,3,2,2,2,1
154,6,2,2,1,2,2,3,1
154,7,1,1,2,1,1,4,1
154,7,2,4,1,3,1,4,1
154,8,1,1,1,1,1,1,1
154,8,2,3,3,2,2,2,1
154,9,1,1,2,1,1,4,2
154,9,2,2,1,2,2,5,2
154,10,1,1,2,3,1,5,3
154,10,2,3,1,3,2,5,2
155,1,1,3,5,1,1,2,1
155,1,2,2,3,3,1,5,2
155,2,1,4,3,3,2,4,1
155,2,2,2,2,1,2,4,2
155,3,1,1,4,2,1,5,2
155,3,2,1,5,3,2,2,1
155,4,1,4,1,1,1,3,1
155,4,2,4,2,2,1,3,1
155,5,1,2,1,3,1,5,1
155,5,2,3,2,3,1,5,1
155,6,1,3,4,1,1,5,1
155,6,2,3,2,2,1,5,3
155,7,1,1,1,2,2,4,2
155,7,2,3,5,1,2,1,1
155,8,1,3,1,2,1,1,1
155,8,2,2,1,3,2,4,3
155,9,1,1,3,2,2,4,3
